Date,Away Team,Away Score,Home Team,Home Score
2017-09-23,southern arkansas,16,nw oklahoma st,38
2017-09-23,lake erie,0,ohio dominican,51
2017-09-23,otterbein,7,ohio northern,35
2017-09-23,unlv,21,ohio state,54
2017-09-23,allegheny,21,ohio wesleyan,37
2017-09-23,lyon,21,ok panhandle st,42
2017-09-23,harding,45,oklahoma baptist,14
2017-09-23,tcu,44,oklahoma st,31
2017-09-23,marian in,40,olivet nazarene,21
2017-09-23,tabor,41,ottawa,10
2017-09-23,midamerica nazarene,24,peru st,31
2017-09-23,lindenwood,45,pittsburg st,11
2017-09-23,umass-dartmouth,7,plymouth st,37
2017-09-23,cumberland tn,20,presbyterian,27
2017-09-23,michigan,28,purdue,10
2017-09-23,bethel tn,0,reinhardt,33
2017-09-23,birmingham-southern,9,rhodes,35
2017-09-23,florida int'l,13,rice,7
2017-09-23,elon,36,richmond,33
2017-09-23,coll of idaho,7,rocky mountain,31
2017-09-23,defiance,14,rose-hulman,37
2017-09-23,frostburg st,24,rowan,10
2017-09-23,southern utah,27,sacramento st,54
2017-09-23,michigan tech,28,saginaw valley st,24
2017-09-23,nicholls st,17,sam houston st,66
2017-09-23,butler,17,san diego,38
2017-09-23,utah st,61,san josé st,10
2017-09-23,florida a&m,20,savannah st,14
2017-09-23,lamar,21,se louisiana,49
2017-09-23,arkansas-monticello,21,se oklahoma st,41
2017-09-23,west virginia st,41,shepherd,56
2017-09-23,delta st,54,shorter,20
2017-09-23,st francis il,16,siena heights,34
2017-09-23,azusa pacific,83,simon fraser,7
2017-09-23,minnesota-crookston,0,sioux falls,34
2017-09-23,arkansas st,21,smu,44
2017-09-23,idaho,29,south alabama,23
2017-09-23,louisiana tech,16,south carolina,17
2017-09-23,arkansas tech,52,southern nazarene,0
2017-09-23,carroll mt,14,southern oregon,35
2017-09-23,kean,28,southern virginia,14
2017-09-23,mcpherson,17,southwestern ks,45
2017-09-23,wpi,10,springfield,42
2017-09-23,faulkner,38,st andrews,20
2017-09-23,augustana sd,14,st cloud st,26
2017-09-23,st xavier,23,st francis in,48
2017-09-23,friends,35,st mary ks,19
2017-09-23,minnesota-morris,3,st scholastica,37
2017-09-23,st john's mn,17,st thomas,20
2017-09-23,ucla,34,stanford,58
2017-09-23,campbell,49,stetson,21
2017-09-23,st anselm,14,stonehill,28
2017-09-23,towson,17,stony brook,25
2017-09-23,mcmurry,7,sul ross st,35
2017-09-23,franklin & marshall,27,susquehanna,24
2017-09-23,quincy,6,sw baptist,55
2017-09-23,henderson st,37,sw oklahoma st,14
2017-09-23,tamu-commerce,38,tamu-kingsville,7
2017-09-23,west texas a&m,20,tarleton st,30
2017-09-23,trinity int'l,19,taylor,33
2017-09-23,massachusetts,13,tennessee,17
2017-09-23,tennessee st,16,tennessee-martin,31
2017-09-23,arkansas,43,texas a&m,50
2017-09-23,texas-san antonio,44,texas st-san marcos,14
2017-09-23,sw assem of god,42,texas wesleyan,7
2017-09-23,geneva,33,thiel,24
2017-09-23,wayne st mi,21,tiffin,41
2017-09-23,chapman,35,trinity tx,41
2017-09-23,akron,17,troy,22
2017-09-23,army,17,tulane,21
2017-09-23,new mexico,16,tulsa,13
2017-09-23,georgia st,28,unc-charlotte,0
2017-09-23,tusculum,31,unc-pembroke,10
2017-09-23,carroll wi,6,uw-la crosse,41
2017-09-23,lakeland,22,uw-platteville,56
2017-09-23,adrian,28,uw-stevens point,41
2017-09-23,alabama,59,vanderbilt,0
2017-09-23,winston-salem st,27,virginia st,33
2017-09-23,old dominion,0,virginia tech,38
2017-09-23,fayetteville st,40,virginia union,47
2017-09-23,west liberty,19,virginia-wise,31
2017-09-23,chattanooga,63,vmi,7
2017-09-23,hiram,21,wabash,25
2017-09-23,cincinnati christian,7,warner u.,28
2017-09-23,washington mo,20,wartburg,30
2017-09-23,nebraska-kearney,28,washburn,60
2017-09-23,nevada,7,washington st,45
2017-09-23,texas college,23,wayland baptist,24
2017-09-23,minnesota-duluth,34,wayne st ne,31
2017-09-23,kentucky christian,16,webber int'l,49
2017-09-23,uc-davis,3,weber st,41
2017-09-23,tufts,17,wesleyan,24
2017-09-23,valdosta st,30,west florida,19
2017-09-23,albany st ga,16,west georgia,48
2017-09-23,samford,34,western carolina,38
2017-09-23,salve regina,23,western conn st,37
2017-09-23,ball st,21,western kentucky,33
2017-09-23,wagner,14,western michigan,49
2017-09-23,husson,14,western new england,21
2017-09-23,texas-permian basin,41,western new mexico,32
2017-09-23,humboldt st,49,western oregon,48
2017-09-23,worcester st,34,westfield st,10
2017-09-23,bethany wv,14,westminster pa,41
2017-09-23,arizona christian,56,whittier,38
2017-09-23,mckendree,54,william jewell,28
2017-09-23,wesley,66,william paterson,0
2017-09-23,capital,30,wilmington,37
2017-09-23,gardner-webb,24,wofford,27
2017-09-23,urbana,21,wv wesleyan,7
2017-09-23,hawai`i,21,wyoming,28
2017-09-23,cornell ny,24,yale,49
2017-09-24,east carolina,41,connecticut,38
2017-09-24,hastings,35,dakota wesleyan,38
2017-09-25,presentation,22,dakota st,21
2017-09-28,north carolina central,21,florida a&m,14
2017-09-28,texas,17,iowa st,7
2017-09-28,st cloud st,21,minnesota-duluth,34
2017-09-28,shenandoah,51,randolph-macon,38
2017-09-28,charleston wv,21,urbana,25
2017-09-28,notre dame oh,24,west liberty,19
2017-09-29,miami fl,31,duke,6
2017-09-29,delaware valley,60,fdu-florham,7
2017-09-29,nebraska,28,illinois,6
2017-09-29,dartmouth,16,pennsylvania,13
2017-09-29,new haven,31,southern conn st,17
2017-09-29,alcorn st,24,texas southern,17
2017-09-29,brigham young,24,utah st,40
2017-09-29,southern cal,27,washington st,30
2017-09-30,south dakota tech,44,adams st,52
2017-09-30,albion,32,adrian,34
2017-09-30,mississippi,3,alabama,66
2017-09-30,arkansas-pine bluff,14,alabama a&m,27
2017-09-30,buffalo st,3,alfred,21
2017-09-30,hiram,40,allegheny,57
2017-09-30,kalamazoo,10,alma,30
2017-09-30,st anselm,0,american int'l,19
2017-09-30,bowdoin,14,amherst,31
2017-09-30,rose-hulman,48,anderson,23
2017-09-30,tamu-kingsville,14,angelo st,40
2017-09-30,castleton,27,anna maria,14
2017-09-30,new mexico st,24,arkansas,42
2017-09-30,ouachita baptist,35,arkansas tech,31
2017-09-30,utep,21,army,35
2017-09-30,mississippi st,10,auburn,49
2017-09-30,st thomas,57,augsburg,25
2017-09-30,wayne st ne,16,augustana sd,13
2017-09-30,wisconsin lutheran,14,aurora,20
2017-09-30,berry,44,austin,10
2017-09-30,tennessee-martin,0,austin peay,7
2017-09-30,edward waters,35,ave maria,48
2017-09-30,lagrange,24,averett,27
2017-09-30,western oregon,17,azusa pacific,48
2017-09-30,texas college,26,bacone,31
2017-09-30,peru st,42,baker,65
2017-09-30,marietta,24,baldwin wallace,52
2017-09-30,tufts,37,bates,17
2017-09-30,rochester,28,becker,10
2017-09-30,howard payne,45,belhaven,37
2017-09-30,illinois college,61,beloit,29
2017-09-30,central st oh,11,benedict,21
2017-09-30,ottawa,21,bethany ks,30
2017-09-30,carnegie mellon,45,bethany wv,14
2017-09-30,campbellsville,43,bethel tn,37
2017-09-30,savannah st,12,bethune-cookman,24
2017-09-30,trinity tx,26,birmingham-southern,20
2017-09-30,warner u.,10,bluefield va,13
2017-09-30,central michigan,8,boston college,28
2017-09-30,akron,34,bowling green,23
2017-09-30,huntingdon al,38,brevard,10
2017-09-30,doane,39,briar cliff,10
2017-09-30,westfield st,9,bridgewater st ma,28
2017-09-30,rhode island,21,brown,24
2017-09-30,monmouth nj,35,bucknell,13
2017-09-30,luther,36,buena vista,14
2017-09-30,drake,27,butler,16
2017-09-30,morehead st,0,campbell,38
2017-09-30,otterbein,49,capital,42
2017-09-30,catawba,18,carson-newman,31
2017-09-30,carroll wi,20,carthage,55
2017-09-30,sam houston st,30,central arkansas,41
2017-09-30,memphis,13,central florida,40
2017-09-30,benedictine ks,76,central methodist,7
2017-09-30,nw missouri st,24,central missouri,20
2017-09-30,emporia st,52,central oklahoma,53
2017-09-30,simon fraser,0,central washington,62
2017-09-30,mississippi valley st,7,charleston southern,58
2017-09-30,western carolina,45,chattanooga,7
2017-09-30,east stroudsburg,33,cheyney,13
2017-09-30,cornell ia,10,chicago,55
2017-09-30,rowan,0,christopher newport,30
2017-09-30,marshall,38,cincinnati,21
2017-09-30,lindsey wilson,56,cincinnati christian,7
2017-09-30,grambling st,31,clark atlanta,20
2017-09-30,catholic,20,coast guard,14
2017-09-30,fort lewis,7,colorado mines,41
2017-09-30,colorado mesa,24,colorado st-pueblo,30
2017-09-30,shepherd,49,concord,20
2017-09-30,trine,44,concordia il,7
2017-09-30,lindenwood-belleville,0,concordia mi,65
2017-09-30,lakeland,60,concordia wi,14
2017-09-30,gustavus adolphus,17,concordia-moorhead,27
2017-09-30,minn st-mankato,47,concordia-st paul,10
2017-09-30,colgate,21,cornell ny,7
2017-09-30,brockport st,52,cortland st,38
2017-09-30,missouri valley,31,culver-stockton,7
2017-09-30,union ky,30,cumberlands ky,33
2017-09-30,midland u.,21,dakota wesleyan,55
2017-09-30,ashland,38,davenport,0
2017-09-30,marist,31,davidson,9
2017-09-30,san diego,23,dayton,7
2017-09-30,earlham,14,defiance,34
2017-09-30,james madison,20,delaware,10
2017-09-30,presentation,17,dickinson st,40
2017-09-30,wv wesleyan,13,duquesne,38
2017-09-30,south florida,61,east carolina,31
2017-09-30,hardin-simmons,80,east texas baptist,42
2017-09-30,sacramento st,31,eastern washington,52
2017-09-30,clarion,10,edinboro,45
2017-09-30,augustana il,24,elmhurst,19
2017-09-30,albany ny,0,elon,6
2017-09-30,washington and lee,42,emory & henry,45
2017-09-30,husson,28,endicott,7
2017-09-30,virginia-wise,6,fairmont st,34
2017-09-30,webber int'l,21,faulkner,48
2017-09-30,bowie st,64,fayetteville st,31
2017-09-30,wayne st mi,17,ferris st,59
2017-09-30,vanderbilt,24,florida,38
2017-09-30,middle tennessee st,20,florida atlantic,38
2017-09-30,unc-charlotte,29,florida int'l,30
2017-09-30,west florida,23,florida tech,21
2017-09-30,yale,41,fordham,10
2017-09-30,manchester,19,franklin,69
2017-09-30,muhlenberg,14,franklin & marshall,17
2017-09-30,nevada,21,fresno st,41
2017-09-30,east tennessee st,35,furman,56
2017-09-30,pacific or,7,george fox,27
2017-09-30,harvard,41,georgetown dc,2
2017-09-30,cumberland tn,28,georgetown ky,38
2017-09-30,north carolina,7,georgia tech,33
2017-09-30,moravian,14,gettysburg,28
2017-09-30,saginaw valley st,6,grand valley st,34
2017-09-30,macmurray,19,greenville,6
2017-09-30,wesleyan,31,hamilton,9
2017-09-30,carleton,19,hamline,30
2017-09-30,bridgewater va,27,hampden-sydney,37
2017-09-30,arkansas-monticello,46,harding,56
2017-09-30,concordia ne,18,hastings,38
2017-09-30,colorado st,51,hawai`i,21
2017-09-30,southern nazarene,42,henderson st,24
2017-09-30,kentucky wesleyan,0,hillsdale,56
2017-09-30,lafayette,10,holy cross,7
2017-09-30,chadron st,13,humboldt st,56
2017-09-30,cal poly slo,34,idaho st,38
2017-09-30,indiana st,13,illinois st,24
2017-09-30,abilene christian,45,incarnate word,20
2017-09-30,truman st,19,indianapolis,34
2017-09-30,eureka,49,iowa wesleyan,18
2017-09-30,hobart,21,ithaca,24
2017-09-30,guilford,21,jacksonville fl,56
2017-09-30,dakota st,20,jamestown,14
2017-09-30,wilmington,14,john carroll,72
2017-09-30,chowan,10,johnson c. smith,7
2017-09-30,baylor,20,kansas st,33
2017-09-30,north greenville,34,kennesaw st,38
2017-09-30,buffalo,27,kent st,13
2017-09-30,eastern michigan,20,kentucky,24
2017-09-30,albright,34,king's pa,31
2017-09-30,cal lutheran,27,la verne,28
2017-09-30,alderson broaddus,15,lake erie,16
2017-09-30,macalester,26,lake forest,41
2017-09-30,nicholls st,41,lamar,14
2017-09-30,tuskegee,28,lane,23
2017-09-30,texas wesleyan,0,langston,34
2017-09-30,willamette,21,lewis & clark or,24
2017-09-30,st francis pa,13,liberty,7
2017-09-30,fort hays st,38,lindenwood,35
2017-09-30,whitworth,9,linfield,38
2017-09-30,assumption,54,liu post,20
2017-09-30,virginia st,56,livingstone,18
2017-09-30,sul ross st,34,louisiana college,31
2017-09-30,south alabama,16,louisiana tech,34
2017-09-30,coastal carolina,43,louisiana-monroe,51
2017-09-30,murray st,10,louisville,55
2017-09-30,troy,24,lsu,21
2017-09-30,wilkes,7,lycoming,34
2017-09-30,wayland baptist,30,lyon,28
2017-09-30,ohio dominican,20,malone,3
2017-09-30,st francis in,31,marian in,24
2017-09-30,limestone,56,mars hill,49
2017-09-30,minot st,27,mary,19
2017-09-30,greensboro,6,maryville tn,48
2017-09-30,fitchburg st,24,mass maritime,17
2017-09-30,ohio u.,58,massachusetts,50
2017-09-30,montana st-northern,43,mayville st,29
2017-09-30,juniata,42,mcdaniel,41
2017-09-30,sw baptist,7,mckendree,28
2017-09-30,texas lutheran,31,mcmurry,21
2017-09-30,bethel ks,14,mcpherson,48
2017-09-30,vmi,14,mercer,49
2017-09-30,mit,35,merchant marine,7
2017-09-30,gannon,22,mercyhurst,24
2017-09-30,stonehill,45,merrimack,21
2017-09-30,iowa,10,michigan st,17
2017-09-30,northern michigan,21,michigan tech,28
2017-09-30,grand view,38,midamerica nazarene,24
2017-09-30,colby,6,middlebury,37
2017-09-30,western new mexico,24,midwestern st,35
2017-09-30,albany st ga,34,miles,9
2017-09-30,bloomsburg,28,millersville,21
2017-09-30,maryland,31,minnesota,24
2017-09-30,bemidji st,56,minnesota-crookston,0
2017-09-30,crown,7,minnesota-morris,17
2017-09-30,delta st,30,mississippi college,17
2017-09-30,nebraska-kearney,16,missouri southern,6
2017-09-30,lawrence,0,monmouth il,34
2017-09-30,weber st,25,montana st,17
2017-09-30,kean,15,montclair st,18
2017-09-30,kentucky st,21,morehouse,31
2017-09-30,union ny,28,morrisville st,27
2017-09-30,gallaudet,21,mount ida,28
2017-09-30,ohio northern,14,mount union,43
2017-09-30,hanover,20,mt st joseph,35
2017-09-30,heidelberg,36,muskingum,13
2017-09-30,loras,49,nebraska wesleyan,42
2017-09-30,bryant,17,new hampshire,45
2017-09-30,air force,38,new mexico,56
2017-09-30,black hills st,50,new mexico highlands,40
2017-09-30,unc-pembroke,6,newberry,28
2017-09-30,dean,10,nichols,3
2017-09-30,syracuse,25,north carolina st,33
2017-09-30,ferrum,17,north carolina wesleyan,7
2017-09-30,missouri st,11,north dakota st,38
2017-09-30,millikin,30,north park,15
2017-09-30,missouri western,65,northeastern st ok,17
2017-09-30,northern colorado,20,northern arizona,48
2017-09-30,minn st-moorhead,20,northern st sd,28
2017-09-30,morningside,48,northwestern ia,20
2017-09-30,st scholastica,14,northwestern mn,7
2017-09-30,se louisiana,49,northwestern st,20
2017-09-30,miami oh,17,notre dame,52
2017-09-30,se oklahoma st,30,nw oklahoma st,27
2017-09-30,redlands,72,occidental,13
2017-09-30,depauw,31,ohio wesleyan,30
2017-09-30,hope,42,olivet,20
2017-09-30,trinity int'l,41,olivet nazarene,44
2017-09-30,california,24,oregon,45
2017-09-30,washington,42,oregon st,7
2017-09-30,bentley,17,pace,20
2017-09-30,puget sound,13,pacific lutheran,23
2017-09-30,indiana,14,penn state,45
2017-09-30,washburn,35,pittsburg st,20
2017-09-30,rice,10,pittsburgh,42
2017-09-30,reinhardt,62,point u.,28
2017-09-30,chapman,42,pomona-pitzer,40
2017-09-30,montana,45,portland st,33
2017-09-30,jackson st,9,prairie view a&m,38
2017-09-30,wofford,31,presbyterian,7
2017-09-30,columbia,28,princeton,24
2017-09-30,robert morris il,17,quincy,31
2017-09-30,millsaps,20,rhodes,19
2017-09-30,grinnell,0,ripon,55
2017-09-30,benedictine il,20,rockford,17
2017-09-30,ohio state,56,rutgers,0
2017-09-30,central conn st,26,sacred heart,15
2017-09-30,the citadel,14,samford,35
2017-09-30,northern illinois,28,san diego st,34
2017-09-30,eastern kentucky,10,se missouri st,29
2017-09-30,indiana pa,57,seton hill,14
2017-09-30,hendrix,48,sewanee,42
2017-09-30,elizabeth city st,17,shaw,23
2017-09-30,lock haven,6,shippensburg,37
2017-09-30,missouri baptist,0,siena heights,30
2017-09-30,central ia,35,simpson,17
2017-09-30,california pa,44,slippery rock,47
2017-09-30,connecticut,28,smu,49
2017-09-30,north carolina a&t,21,south carolina st,7
2017-09-30,oklahoma baptist,27,southern arkansas,56
2017-09-30,northern iowa,24,southern illinois,17
2017-09-30,north texas,43,southern miss,28
2017-09-30,rocky mountain,23,southern oregon,24
2017-09-30,fort valley st,14,southern u.,31
2017-09-30,kansas wesleyan,34,southwestern ks,29
2017-09-30,mary hardin-baylor,44,southwestern tx,10
2017-09-30,norwich,3,springfield,42
2017-09-30,st francis il,42,st ambrose,19
2017-09-30,pikeville,41,st andrews,6
2017-09-30,virginia union,28,st augustine's,7
2017-09-30,bethel mn,13,st john's mn,21
2017-09-30,knox,17,st norbert,61
2017-09-30,case western reserve,35,st vincent,14
2017-09-30,taylor,20,st xavier,24
2017-09-30,arizona st,24,stanford,34
2017-09-30,mcneese st,35,stephen f. austin,0
2017-09-30,friends,18,sterling,19
2017-09-30,misericordia,7,stevenson,65
2017-09-30,alfred st,6,suny-maritime,49
2017-09-30,dickinson,7,susquehanna,38
2017-09-30,arizona christian,6,sw assem of god,43
2017-09-30,sioux falls,24,sw minnesota st,10
2017-09-30,east central ok,37,sw oklahoma st,48
2017-09-30,st mary ks,24,tabor,44
2017-09-30,houston,20,temple,13
2017-09-30,georgia,41,tennessee,0
2017-09-30,eastern illinois,19,tennessee st,16
2017-09-30,jacksonville st,34,tennessee tech,7
2017-09-30,south carolina,17,texas a&m,24
2017-09-30,oklahoma st,41,texas tech,34
2017-09-30,tarleton st,32,texas-permian basin,17
2017-09-30,westminster pa,24,thomas more,21
2017-09-30,northwood,28,tiffin,31
2017-09-30,villanova,24,towson,9
2017-09-30,williams,9,trinity ct,17
2017-09-30,navy,31,tulsa,21
2017-09-30,lenoir-rhyne,23,tusculum,7
2017-09-30,north dakota,24,uc-davis,48
2017-09-30,colorado,23,ucla,27
2017-09-30,western conn st,13,umass-dartmouth,17
2017-09-30,san josé st,13,unlv,41
2017-09-30,johns hopkins,17,ursinus,21
2017-09-30,hartwick,24,utica,28
2017-09-30,uw-river falls,30,uw-eau claire,7
2017-09-30,uw-whitewater,20,uw-oshkosh,37
2017-09-30,uw-stout,27,uw-platteville,34
2017-09-30,uw-la crosse,35,uw-stevens point,13
2017-09-30,stetson,24,valparaiso,27
2017-09-30,clemson,31,virginia tech,17
2017-09-30,lehigh,20,wagner,37
2017-09-30,florida st,26,wake forest,19
2017-09-30,valley city st,35,waldorf,39
2017-09-30,findlay,47,walsh,3
2017-09-30,coe,7,wartburg,34
2017-09-30,north central,43,washington mo,24
2017-09-30,grove city,21,waynesburg,14
2017-09-30,southern virginia,0,wesley,49
2017-09-30,shorter,0,west alabama,62
2017-09-30,kutztown,21,west chester,27
2017-09-30,north alabama,23,west georgia,37
2017-09-30,eastern new mexico,28,west texas a&m,14
2017-09-30,glenville st,28,west virginia st,34
2017-09-30,south dakota,38,western illinois,33
2017-09-30,ball st,3,western michigan,55
2017-09-30,st lawrence,24,western new england,27
2017-09-30,dixie st,15,western st co,12
2017-09-30,martin luther,6,westminster mo,54
2017-09-30,illinois wesleyan,14,wheaton,10
2017-09-30,claremont-mudd-scripps,41,whittier,34
2017-09-30,lebanon valley,20,widener,28
2017-09-30,stony brook,21,william & mary,18
2017-09-30,missouri s&t,27,william jewell,17
2017-09-30,avila,7,william penn,34
2017-09-30,upper iowa,7,winona st,37
2017-09-30,lincoln pa,0,winston-salem st,48
2017-09-30,northwestern,24,wisconsin,33
2017-09-30,denison,12,wittenberg,28
2017-09-30,wabash,33,wooster,28
2017-09-30,plymouth st,16,worcester st,6
2017-09-30,maine maritime,0,wpi,45
2017-09-30,texas st-san marcos,10,wyoming,45
2017-09-30,south dakota st,7,youngstown st,19
2017-10-02,thiel,3,wash & jeff,55
2017-10-04,arkansas st,43,georgia southern,25
2017-10-05,alcorn st,24,alabama st,10
2017-10-05,millersville,12,east stroudsburg,0
2017-10-05,northern st sd,27,minot st,19
2017-10-05,louisville,25,north carolina st,39
2017-10-06,boise st,24,brigham young,7
2017-10-06,memphis,70,connecticut,31
2017-10-06,framingham st,32,fitchburg st,16
2017-10-06,morgan st,14,south carolina st,35
2017-10-06,mississippi college,14,west florida,28
2017-10-07,mcneese st,13,abilene christian,7
2017-10-07,ball st,3,akron,31
2017-10-07,louisiana tech,22,alabama-birmingham,23
2017-10-07,lincoln mo,10,albany st ga,30
2017-10-07,trine,56,albion,21
2017-10-07,delaware valley,41,albright,6
2017-10-07,malone,24,alderson broaddus,31
2017-10-07,dean,28,alfred st,14
2017-10-07,middlebury,35,amherst,31
2017-10-07,new mexico st,31,appalachian st,45
2017-10-07,lyon,17,arizona christian,56
2017-10-07,arkansas tech,45,arkansas-monticello,46
2017-10-07,mississippi valley st,38,arkansas-pine bluff,31
2017-10-07,mississippi,23,auburn,44
2017-10-07,illinois wesleyan,28,augustana il,10
2017-10-07,jacksonville st,34,austin peay,14
2017-10-07,colorado mines,21,azusa pacific,35
2017-10-07,wilmington,21,baldwin wallace,38
2017-10-07,mary,19,bemidji st,45
2017-10-07,concordia wi,14,benedictine il,40
2017-10-07,carleton,0,bethel mn,49
2017-10-07,georgetown ky,41,bethel tn,7
2017-10-07,kutztown,23,bloomsburg,7
2017-10-07,st andrews,27,bluefield va,34
2017-10-07,anderson,14,bluffton,56
2017-10-07,virginia tech,23,boston college,10
2017-10-07,chowan,10,bowie st,41
2017-10-07,virginia u-lynchburg,14,brevard,21
2017-10-07,randolph-macon,52,bridgewater va,24
2017-10-07,western michigan,71,buffalo,68
2017-10-07,cortland st,38,buffalo st,12
2017-10-07,valparaiso,10,campbell,49
2017-10-07,kentucky christian,25,campbellsville,58
2017-10-07,wash & jeff,27,carnegie mellon,20
2017-10-07,coll of idaho,21,carroll mt,6
2017-10-07,elmhurst,17,carroll wi,14
2017-10-07,bethany wv,3,case western reserve,33
2017-10-07,mount ida,31,castleton,35
2017-10-07,north greenville,20,catawba,26
2017-10-07,wpi,31,catholic,14
2017-10-07,pennsylvania,21,central conn st,42
2017-10-07,wartburg,44,central ia,20
2017-10-07,miles,41,central st oh,20
2017-10-07,humboldt st,27,central washington,55
2017-10-07,austin,3,centre,38
2017-10-07,whittier,24,chapman,45
2017-10-07,wv wesleyan,7,charleston wv,15
2017-10-07,furman,41,chattanooga,17
2017-10-07,lawrence,8,chicago,28
2017-10-07,central florida,51,cincinnati,23
2017-10-07,occidental,0,claremont-mudd-scripps,37
2017-10-07,seton hill,28,clarion,33
2017-10-07,fort valley st,41,clark atlanta,24
2017-10-07,wake forest,14,clemson,28
2017-10-07,springfield,38,coast guard,7
2017-10-07,georgia st,27,coastal carolina,21
2017-10-07,lehigh,41,colgate,38
2017-10-07,arizona,45,colorado,42
2017-10-07,black hills st,37,colorado mesa,49
2017-10-07,adams st,17,colorado st-pueblo,63
2017-10-07,aurora,16,concordia il,14
2017-10-07,harvard,14,cornell ny,17
2017-10-07,greenville,59,crown,6
2017-10-07,cincinnati christian,0,cumberland tn,58
2017-10-07,umass-dartmouth,27,curry,30
2017-10-07,waldorf,20,dakota st,59
2017-10-07,yale,27,dartmouth,28
2017-10-07,manchester,23,defiance,21
2017-10-07,west alabama,29,delta st,26
2017-10-07,oberlin,10,depauw,26
2017-10-07,mcdaniel,10,dickinson,13
2017-10-07,valley city st,20,dickinson st,35
2017-10-07,chadron st,24,dixie st,38
2017-10-07,dordt,21,doane,16
2017-10-07,dayton,20,drake,10
2017-10-07,buena vista,44,dubuque,41
2017-10-07,wagner,0,duquesne,38
2017-10-07,franklin,56,earlham,26
2017-10-07,temple,34,east carolina,10
2017-10-07,nw oklahoma st,38,east central ok,20
2017-10-07,robert morris pa,3,east tennessee st,16
2017-10-07,tennessee tech,23,eastern illinois,24
2017-10-07,tennessee st,45,eastern kentucky,21
2017-10-07,texas-permian basin,17,eastern new mexico,20
2017-10-07,montana st-northern,12,eastern oregon,41
2017-10-07,virginia st,56,elizabeth city st,0
2017-10-07,william & mary,17,elon,25
2017-10-07,northeastern st ok,7,emporia st,44
2017-10-07,westminster mo,6,eureka,48
2017-10-07,graceland,7,evangel,38
2017-10-07,ave maria,13,faulkner,35
2017-10-07,shaw,21,fayetteville st,24
2017-10-07,tiffin,3,ferris st,13
2017-10-07,lake erie,3,findlay,63
2017-10-07,lsu,17,florida,16
2017-10-07,miami fl,24,florida st,20
2017-10-07,pittsburg st,17,fort hays st,21
2017-10-07,southwestern ks,13,friends,20
2017-10-07,wesley,27,frostburg st,24
2017-10-07,anna maria,23,gallaudet,73
2017-10-07,edinboro,25,gannon,47
2017-10-07,shorter,14,gardner-webb,42
2017-10-07,waynesburg,14,geneva,35
2017-10-07,concord,28,glenville st,48
2017-10-07,methodist,41,greensboro,16
2017-10-07,monmouth il,49,grinnell,0
2017-10-07,thomas more,53,grove city,10
2017-10-07,hampden-sydney,21,guilford,18
2017-10-07,mary hardin-baylor,17,hardin-simmons,7
2017-10-07,morrisville st,34,hartwick,52
2017-10-07,briar cliff,14,hastings,45
2017-10-07,mount union,63,heidelberg,7
2017-10-07,birmingham-southern,24,hendrix,42
2017-10-07,wittenberg,59,hiram,17
2017-10-07,rpi,0,hobart,30
2017-10-07,monmouth nj,48,holy cross,36
2017-10-07,alma,14,hope,36
2017-10-07,smu,22,houston,35
2017-10-07,central arkansas,27,houston baptist,7
2017-10-07,north carolina central,13,howard,7
2017-10-07,east texas baptist,57,howard payne,7
2017-10-07,averett,7,huntingdon al,27
2017-10-07,suny-maritime,17,husson,35
2017-10-07,louisiana-lafayette,21,idaho,16
2017-10-07,montana,39,idaho st,31
2017-10-07,cornell ia,26,illinois college,42
2017-10-07,charleston southern,0,indiana,27
2017-10-07,california pa,10,indiana pa,26
2017-10-07,north dakota st,52,indiana st,0
2017-10-07,illinois,16,iowa,45
2017-10-07,davidson,21,jacksonville fl,35
2017-10-07,franklin & marshall,7,johns hopkins,45
2017-10-07,gettysburg,42,juniata,35
2017-10-07,olivet,40,kalamazoo,6
2017-10-07,texas tech,65,kansas,19
2017-10-07,mcpherson,35,kansas wesleyan,42
2017-10-07,william paterson,0,kean,56
2017-10-07,texas southern,3,kennesaw st,48
2017-10-07,missouri,34,kentucky,40
2017-10-07,west virginia st,35,kentucky st,23
2017-10-07,walsh,56,kentucky wesleyan,29
2017-10-07,ohio wesleyan,23,kenyon,21
2017-10-07,fordham,10,lafayette,14
2017-10-07,north carolina wesleyan,44,lagrange,51
2017-10-07,knox,21,lake forest,28
2017-10-07,adrian,40,lakeland,47
2017-10-07,langston,27,lane,21
2017-10-07,newberry,34,lenoir-rhyne,7
2017-10-07,carson-newman,31,limestone,20
2017-10-07,virginia union,45,lincoln pa,23
2017-10-07,missouri baptist,50,lindenwood-belleville,16
2017-10-07,cheyney,0,lock haven,62
2017-10-07,simpson,31,loras,21
2017-10-07,nebraska wesleyan,38,luther,41
2017-10-07,fdu-florham,21,lycoming,48
2017-10-07,beloit,21,macalester,56
2017-10-07,northwestern mn,9,macmurray,22
2017-10-07,st ambrose,24,marian in,61
2017-10-07,john carroll,48,marietta,21
2017-10-07,columbia,41,marist,17
2017-10-07,minnesota-morris,7,martin luther,14
2017-10-07,presentation,44,mayville st,14
2017-10-07,indianapolis,28,mckendree,10
2017-10-07,belhaven,30,mcmurry,42
2017-10-07,slippery rock,31,mercyhurst,28
2017-10-07,bowling green,37,miami oh,29
2017-10-07,michigan st,14,michigan,10
2017-10-07,florida int'l,17,middle tennessee st,37
2017-10-07,northwestern ia,24,midland u.,21
