Date,Away Team,Away Score,Home Team,Home Score
2018-11-03,illinois college,27,lake forest,56
2018-11-03,eureka,55,lakeland,56
2018-11-03,bucknell,17,lehigh,45
2018-11-03,wingate,49,limestone,26
2018-11-03,central missouri,31,lindenwood,28
2018-11-03,georgia southern,25,louisiana-monroe,44
2018-11-03,alabama,29,lsu,0
2018-11-03,stevenson,33,lycoming,32
2018-11-03,chicago,28,macalester,21
2018-11-03,valparaiso,24,marist,35
2018-11-03,macmurray,6,martin luther,40
2018-11-03,louisiana college,7,mary hardin-baylor,80
2018-11-03,michigan st,24,maryland,3
2018-11-03,liberty,59,massachusetts,62
2018-11-03,susquehanna,20,mcdaniel,3
2018-11-03,missouri s&t,49,mckendree,20
2018-11-03,east texas baptist,62,mcmurry,7
2018-11-03,east tennessee st,21,mercer,18
2018-11-03,clarion,7,mercyhurst,14
2018-11-03,duke,20,miami fl,12
2018-11-03,penn state,7,michigan,42
2018-11-03,central methodist,30,midamerica nazarene,38
2018-11-03,tuskegee,27,miles,31
2018-11-03,kutztown,62,millersville,10
2018-11-03,washington mo,49,millikin,42
2018-11-03,birmingham-southern,34,millsaps,17
2018-11-03,sioux falls,21,minn st-mankato,31
2018-11-03,mary,0,minnesota-duluth,55
2018-11-03,st cloud st,30,minot st,23
2018-11-03,south carolina,48,mississippi,44
2018-11-03,west alabama,24,mississippi college,3
2018-11-03,louisiana tech,3,mississippi st,45
2018-11-03,marian in,42,missouri baptist,0
2018-11-03,charleston southern,3,monmouth nj,37
2018-11-03,cal poly slo,42,montana st,49
2018-11-03,carroll mt,35,montana tech,14
2018-11-03,coll of idaho,17,montana-western,14
2018-11-03,rowan,14,montclair st,28
2018-11-03,bethune-cookman,30,morgan st,28
2018-11-03,dordt,21,morningside,63
2018-11-03,hartwick,20,morrisville st,44
2018-11-03,anderson,6,mt st joseph,45
2018-11-03,gettysburg,0,muhlenberg,49
2018-11-03,mount union,52,muskingum,10
2018-11-03,buena vista,25,nebraska wesleyan,32
2018-11-03,missouri western,25,nebraska-kearney,17
2018-11-03,james madison,24,new hampshire,35
2018-11-03,st anselm,21,new haven,49
2018-11-03,christopher newport,38,new jersey,13
2018-11-03,san diego st,31,new mexico,23
2018-11-03,western st co,16,new mexico highlands,20
2018-11-03,alcorn st,42,new mexico st,52
2018-11-03,catawba,10,newberry,40
2018-11-03,shorter,14,north alabama,41
2018-11-03,georgia tech,38,north carolina,28
2018-11-03,norfolk st,20,north carolina a&t,37
2018-11-03,edward waters,12,north carolina central,52
2018-11-03,florida st,28,north carolina st,47
2018-11-03,huntingdon al,50,north carolina wesleyan,29
2018-11-03,youngstown st,7,north dakota st,17
2018-11-03,central oklahoma,62,northeastern st ok,0
2018-11-03,eastern washington,48,northern colorado,13
2018-11-03,illinois st,16,northern iowa,26
2018-11-03,minnesota-crookston,0,northern st sd,27
2018-11-03,notre dame,31,northwestern,21
2018-11-03,saginaw valley st,31,northwood,10
2018-11-03,mit,20,norwich,0
2018-11-03,fort hays st,17,nw missouri st,16
2018-11-03,pomona-pitzer,33,occidental,0
2018-11-03,kentucky wesleyan,7,ohio dominican,65
2018-11-03,nebraska,31,ohio state,36
2018-11-03,wittenberg,42,ohio wesleyan,13
2018-11-03,texas college,0,ok panhandle st,42
2018-11-03,nw oklahoma st,31,oklahoma baptist,38
2018-11-03,alma,34,olivet,37
2018-11-03,st xavier,24,olivet nazarene,17
2018-11-03,ucla,21,oregon,42
2018-11-03,southern cal,38,oregon st,21
2018-11-03,wayland baptist,14,ottawa az,75
2018-11-03,marietta,43,otterbein,21
2018-11-03,southern arkansas,10,ouachita baptist,35
2018-11-03,merrimack,21,pace,22
2018-11-03,george fox,35,pacific lutheran,7
2018-11-03,willamette,13,pacific or,44
2018-11-03,culver-stockton,38,peru st,35
2018-11-03,washburn,40,pittsburg st,23
2018-11-03,fitchburg st,0,plymouth st,28
2018-11-03,union ky,21,point u.,20
2018-11-03,idaho st,48,portland st,45
2018-11-03,valley city st,49,presentation,21
2018-11-03,dartmouth,9,princeton,14
2018-11-03,linfield,47,puget sound,41
2018-11-03,iowa,36,purdue,38
2018-11-03,ferrum,28,randolph-macon,23
2018-11-03,st andrews,30,reinhardt,54
2018-11-03,hendrix,30,rhodes,20
2018-11-03,utep,34,rice,26
2018-11-03,villanova,45,richmond,21
2018-11-03,lawrence,0,ripon,52
2018-11-03,concordia wi,0,rockford,24
2018-11-03,st lawrence,20,rpi,27
2018-11-03,robert morris pa,7,sacred heart,38
2018-11-03,wesley,19,salisbury,13
2018-11-03,nichols,14,salve regina,47
2018-11-03,wofford,20,samford,35
2018-11-03,mcneese st,6,se louisiana,23
2018-11-03,tennessee st,21,se missouri st,38
2018-11-03,california pa,49,seton hill,34
2018-11-03,guilford,47,shenandoah,62
2018-11-03,east stroudsburg,7,shippensburg,48
2018-11-03,lindenwood-belleville,7,siena heights,41
2018-11-03,western oregon,39,simon fraser,0
2018-11-03,dubuque,17,simpson,6
2018-11-03,gannon,7,slippery rock,48
2018-11-03,houston,31,smu,45
2018-11-03,missouri st,7,south dakota st,59
2018-11-03,chadron st,50,south dakota tech,46
2018-11-03,tulane,41,south florida,15
2018-11-03,keiser,17,southeastern fl,27
2018-11-03,liu post,24,southern conn st,13
2018-11-03,western illinois,34,southern illinois,31
2018-11-03,marshall,24,southern miss,26
2018-11-03,sw oklahoma st,23,southern nazarene,35
2018-11-03,montana st-northern,21,southern oregon,37
2018-11-03,montana,57,southern utah,14
2018-11-03,william paterson,3,southern virginia,8
2018-11-03,maine maritime,7,springfield,44
2018-11-03,trinity int'l,14,st ambrose,52
2018-11-03,shaw,27,st augustine's,10
2018-11-03,robert morris il,27,st francis il,29
2018-11-03,bryant,14,st francis pa,27
2018-11-03,hamline,0,st john's mn,51
2018-11-03,southwestern ks,35,st mary ks,49
2018-11-03,concordia-moorhead,21,st olaf,10
2018-11-03,minnesota-morris,16,st scholastica,47
2018-11-03,wash & jeff,33,st vincent,9
2018-11-03,mcpherson,18,sterling,41
2018-11-03,morehead st,24,stetson,48
2018-11-03,hampton,51,suny-maritime,10
2018-11-03,central washington,74,sw baptist,28
2018-11-03,concordia-st paul,16,sw minnesota st,10
2018-11-03,bethany ks,18,tabor,49
2018-11-03,lincoln mo,3,tarleton st,59
2018-11-03,st francis in,40,taylor,20
2018-11-03,kansas st,13,tcu,14
2018-11-03,unc-charlotte,3,tennessee,14
2018-11-03,murray st,24,tennessee tech,27
2018-11-03,west virginia,42,texas,41
2018-11-03,sul ross st,20,texas lutheran,63
2018-11-03,oklahoma,51,texas tech,46
2018-11-03,lyon,20,texas wesleyan,21
2018-11-03,tamu-commerce,20,texas-permian basin,17
2018-11-03,bethany wv,20,thiel,0
2018-11-03,lake erie,0,thomas more,44
2018-11-03,maine,35,towson,28
2018-11-03,adrian,27,trine,42
2018-11-03,amherst,16,trinity ct,27
2018-11-03,louisiana-lafayette,16,troy,26
2018-11-03,indianapolis,31,truman st,7
2018-11-03,colby,0,tufts,48
2018-11-03,connecticut,19,tulsa,49
2018-11-03,northern arizona,20,uc-davis,42
2018-11-03,mass maritime,0,umass-dartmouth,20
2018-11-03,mars hill,34,unc-pembroke,21
2018-11-03,rochester,14,union ny,35
2018-11-03,fresno st,48,unlv,3
2018-11-03,wayne st ne,42,upper iowa,35
2018-11-03,west virginia st,31,urbana,28
2018-11-03,uw-oshkosh,14,uw-eau claire,20
2018-11-03,uw-river falls,14,uw-la crosse,29
2018-11-03,uw-platteville,33,uw-stout,38
2018-11-03,uw-stevens point,7,uw-whitewater,59
2018-11-03,boston college,31,virginia tech,21
2018-11-03,virginia st,19,virginia union,46
2018-11-03,notre dame oh,25,virginia-wise,17
2018-11-03,tusculum,11,vmi,20
2018-11-03,allegheny,17,wabash,54
2018-11-03,duquesne,47,wagner,30
2018-11-03,syracuse,41,wake forest,24
2018-11-03,mayville st,22,waldorf,41
2018-11-03,alderson broaddus,39,walsh,42
2018-11-03,luther,7,wartburg,43
2018-11-03,stanford,23,washington,27
2018-11-03,hampden-sydney,24,washington and lee,20
2018-11-03,california,13,washington st,19
2018-11-03,northern michigan,34,wayne st mi,24
2018-11-03,ave maria,17,webber int'l,20
2018-11-03,sacramento st,14,weber st,26
2018-11-03,lock haven,14,west chester,48
2018-11-03,valdosta st,48,west florida,21
2018-11-03,delta st,17,west georgia,29
2018-11-03,bloomsburg,34,west liberty,31
2018-11-03,tamu-kingsville,31,west texas a&m,35
2018-11-03,the citadel,38,western carolina,24
2018-11-03,framingham st,48,western conn st,26
2018-11-03,midwestern st,48,western new mexico,35
2018-11-03,northwestern mn,20,westminster mo,17
2018-11-03,carnegie mellon,19,westminster pa,23
2018-11-03,redlands,42,whittier,7
2018-11-03,lewis & clark or,28,whitworth,38
2018-11-03,quincy,23,william jewell,17
2018-11-03,graceland,14,william penn,61
2018-11-03,wesleyan,21,williams,14
2018-11-03,rutgers,17,wisconsin,31
2018-11-03,concordia il,27,wisconsin lutheran,30
2018-11-03,bridgewater st ma,32,worcester st,13
2018-11-03,glenville st,36,wv wesleyan,33
2018-11-03,san josé st,9,wyoming,24
2018-11-03,brown,16,yale,46
2018-11-06,kent st,14,buffalo,48
2018-11-07,ohio u.,28,miami oh,30
2018-11-07,toledo,15,northern illinois,38
2018-11-08,north carolina central,25,bethune-cookman,28
2018-11-08,virginia union,60,johnson c. smith,6
2018-11-08,wake forest,27,north carolina st,23
2018-11-08,chowan,47,shaw,27
2018-11-08,faulkner,26,southeastern fl,31
2018-11-08,fairmont st,61,west liberty,28
2018-11-09,fresno st,17,boise st,24
2018-11-09,kean,20,rowan,35
2018-11-09,louisville,23,syracuse,54
2018-11-10,dixie st,52,adams st,10
2018-11-10,hope,33,adrian,14
2018-11-10,new mexico,24,air force,42
2018-11-10,mississippi st,0,alabama,24
2018-11-10,grambling st,29,alabama a&m,16
2018-11-10,jackson st,20,alabama st,2
2018-11-10,southern miss,23,alabama-birmingham,26
2018-11-10,olivet,19,albion,35
2018-11-10,kentucky wesleyan,7,alderson broaddus,51
2018-11-10,oberlin,14,allegheny,47
2018-11-10,virginia u-lynchburg,47,allen,21
2018-11-10,bentley,28,american int'l,20
2018-11-10,williams,14,amherst,45
2018-11-10,manchester,35,anderson,6
2018-11-10,ucla,28,arizona st,31
2018-11-10,lsu,24,arkansas,17
2018-11-10,southern arkansas,17,arkansas-monticello,20
2018-11-10,lafayette,13,army,31
2018-11-10,northern michigan,7,ashland,41
2018-11-10,carthage,38,augustana il,9
2018-11-10,lakeland,22,aurora,25
2018-11-10,rhodes,21,austin,14
2018-11-10,warner u.,21,ave maria,31
2018-11-10,tabor,38,avila,21
2018-11-10,evangel,7,baker,19
2018-11-10,hamilton,38,bates,13
2018-11-10,grinnell,41,beloit,31
2018-11-10,minot st,7,bemidji st,69
2018-11-10,peru st,23,benedictine ks,41
2018-11-10,st vincent,0,bethany wv,35
2018-11-10,sterling,34,bethel ks,36
2018-11-10,st thomas,15,bethel mn,21
2018-11-10,cumberland tn,7,bethel tn,56
2018-11-10,centre,56,birmingham-southern,20
2018-11-10,point u.,14,bluefield va,9
2018-11-10,defiance,7,bluffton,34
2018-11-10,clemson,27,boston college,7
2018-11-10,fayetteville st,10,bowie st,30
2018-11-10,greensboro,7,brevard,28
2018-11-10,mass maritime,7,bridgewater st ma,21
2018-11-10,columbia,42,brown,20
2018-11-10,wagner,52,bryant,36
2018-11-10,simpson,56,buena vista,7
2018-11-10,stetson,23,butler,28
2018-11-10,idaho st,14,cal poly slo,37
2018-11-10,bloomsburg,13,california pa,28
2018-11-10,cincinnati christian u.,12,campbellsville,59
2018-11-10,eastern oregon,8,carroll mt,7
2018-11-10,carnegie mellon,29,case western reserve,23
2018-11-10,alfred st,3,castleton,21
2018-11-10,maine maritime,14,catholic,20
2018-11-10,incarnate word,40,central arkansas,27
2018-11-10,navy,24,central florida,35
2018-11-10,bowling green,24,central michigan,13
2018-11-10,nw missouri st,48,central missouri,21
2018-11-10,emporia st,35,central oklahoma,28
2018-11-10,azusa pacific,42,central washington,35
2018-11-10,la verne,34,chapman,55
2018-11-10,gardner-webb,0,charleston southern,16
2018-11-10,mercer,13,chattanooga,9
2018-11-10,lake forest,16,chicago,48
2018-11-10,wesley,14,christopher newport,16
2018-11-10,south florida,23,cincinnati,35
2018-11-10,east stroudsburg,23,clarion,17
2018-11-10,arkansas st,44,coastal carolina,16
2018-11-10,bowdoin,14,colby,30
2018-11-10,washington st,31,colorado,7
2018-11-10,chadron st,20,colorado mines,49
2018-11-10,urbana,31,concord,24
2018-11-10,benedictine il,54,concordia il,41
2018-11-10,wisconsin lutheran,14,concordia wi,21
2018-11-10,carleton,14,concordia-moorhead,51
2018-11-10,smu,62,connecticut,50
2018-11-10,dartmouth,35,cornell ny,24
2018-11-10,ithaca,24,cortland st,21
2018-11-10,hastings,21,dakota wesleyan,13
2018-11-10,saginaw valley st,24,davenport,17
2018-11-10,morehead st,20,dayton,63
2018-11-10,anna maria,13,dean,19
2018-11-10,mississippi college,21,delta st,28
2018-11-10,concordia ne,16,doane,21
2018-11-10,marist,10,drake,13
2018-11-10,wartburg,47,dubuque,28
2018-11-10,north carolina,35,duke,42
2018-11-10,sacred heart,24,duquesne,28
2018-11-10,se oklahoma st,20,east central ok,13
2018-11-10,mary hardin-baylor,50,east texas baptist,15
2018-11-10,austin peay,21,eastern illinois,52
2018-11-10,robert morris pa,39,eastern kentucky,40
2018-11-10,akron,7,eastern michigan,27
2018-11-10,western oregon,14,eastern new mexico,19
2018-11-10,uc-davis,20,eastern washington,59
2018-11-10,kutztown,33,edinboro,32
2018-11-10,webber int'l,37,edward waters,19
2018-11-10,towson,41,elon,10
2018-11-10,guilford,27,emory & henry,70
2018-11-10,salve regina,47,endicott,34
2018-11-10,rockford,7,eureka,38
2018-11-10,bridgewater va,42,ferrum,21
2018-11-10,alma,37,finlandia,0
2018-11-10,south carolina,31,florida,35
2018-11-10,south carolina st,44,florida a&m,21
2018-11-10,western kentucky,15,florida atlantic,34
2018-11-10,northeastern st ok,0,fort hays st,58
2018-11-10,hanover,23,franklin,20
2018-11-10,salisbury,35,frostburg st,38
2018-11-10,suny-maritime,34,gallaudet,7
2018-11-10,lock haven,50,gannon,48
2018-11-10,westminster pa,21,geneva,7
2018-11-10,puget sound,48,george fox,62
2018-11-10,bucknell,3,georgetown dc,14
2018-11-10,auburn,10,georgia,27
2018-11-10,troy,35,georgia southern,21
2018-11-10,miami fl,21,georgia tech,27
2018-11-10,franklin & marshall,34,gettysburg,10
2018-11-10,charleston wv,28,glenville st,6
2018-11-10,culver-stockton,42,graceland,38
2018-11-10,wayne st mi,21,grand valley st,45
2018-11-10,william penn,20,grand view,23
2018-11-10,thiel,15,grove city,42
2018-11-10,augsburg,9,hamline,27
2018-11-10,randolph-macon,48,hampden-sydney,35
2018-11-10,arkansas tech,0,harding,28
2018-11-10,mcmurry,6,hardin-simmons,83
2018-11-10,utica,75,hartwick,14
2018-11-10,ohio northern,17,heidelberg,49
2018-11-10,ouachita baptist,38,henderson st,10
2018-11-10,fordham,13,holy cross,17
2018-11-10,temple,59,houston,49
2018-11-10,lagrange,14,huntingdon al,42
2018-11-10,montana,46,idaho,27
2018-11-10,maryland,32,indiana,34
2018-11-10,shippensburg,45,indiana pa,21
2018-11-10,illinois st,23,indiana st,28
2018-11-10,hillsdale,24,indianapolis,34
2018-11-10,northwestern,14,iowa,10
2018-11-10,baylor,14,iowa st,28
2018-11-10,rhode island,31,james madison,48
2018-11-10,morningside,49,jamestown,13
2018-11-10,baldwin wallace,35,john carroll,45
2018-11-10,mcdaniel,17,johns hopkins,42
2018-11-10,trine,48,kalamazoo,18
2018-11-10,kansas,17,kansas st,21
2018-11-10,denison,61,kenyon,7
2018-11-10,ohio dominican,62,lake erie,6
2018-11-10,houston baptist,9,lamar,38
2018-11-10,ok panhandle st,9,langston,33
2018-11-10,cornell ia,13,lawrence,6
2018-11-10,albright,24,lebanon valley,30
2018-11-10,colgate,48,lehigh,6
2018-11-10,catawba,21,lenoir-rhyne,63
2018-11-10,pacific lutheran,28,lewis & clark or,14
2018-11-10,mckendree,50,lincoln mo,32
2018-11-10,kentucky christian,14,lindsey wilson,49
2018-11-10,pacific or,7,linfield,50
2018-11-10,new haven,13,liu post,17
2018-11-10,central ia,37,loras,34
2018-11-10,howard payne,13,louisiana college,45
2018-11-10,rice,13,louisiana tech,28
2018-11-10,georgia st,22,louisiana-lafayette,36
2018-11-10,coe,26,luther,7
2018-11-10,texas college,38,lyon,37
2018-11-10,illinois college,35,macalester,28
2018-11-10,st scholastica,20,macmurray,34
2018-11-10,walsh,27,malone,22
2018-11-10,lindenwood-belleville,14,marian in,58
2018-11-10,newberry,17,mars hill,21
2018-11-10,unc-charlotte,13,marshall,30
2018-11-10,crown,18,martin luther,47
2018-11-10,north carolina wesleyan,14,maryville tn,31
2018-11-10,brigham young,35,massachusetts,16
2018-11-10,st mary ks,34,mcpherson,20
2018-11-10,tulsa,21,memphis,47
2018-11-10,coast guard,26,merchant marine,12
2018-11-10,millersville,14,mercyhurst,35
2018-11-10,southern conn st,14,merrimack,31
2018-11-10,averett,22,methodist,13
2018-11-10,ohio state,26,michigan st,6
2018-11-10,northwood,26,michigan tech,23
2018-11-10,tufts,35,middlebury,13
2018-11-10,dordt,27,midland u.,21
2018-11-10,west texas a&m,23,midwestern st,24
2018-11-10,albany st ga,23,miles,50
2018-11-10,hendrix,21,millsaps,28
2018-11-10,upper iowa,7,minn st-mankato,47
2018-11-10,st cloud st,10,minn st-moorhead,13
2018-11-10,purdue,10,minnesota,41
2018-11-10,mary,34,minnesota-crookston,14
2018-11-10,northern st sd,13,minnesota-duluth,40
2018-11-10,greenville,13,minnesota-morris,21
2018-11-10,lycoming,21,misericordia,14
2018-11-10,hampton,54,mississippi valley st,39
2018-11-10,vanderbilt,28,missouri,33
2018-11-10,taylor,12,missouri baptist,21
2018-11-10,truman st,33,missouri s&t,34
2018-11-10,pittsburg st,41,missouri southern,0
2018-11-10,north dakota st,48,missouri st,7
2018-11-10,midamerica nazarene,9,missouri valley,14
2018-11-10,lindenwood,27,missouri western,23
2018-11-10,springfield,7,mit,22
2018-11-10,kennesaw st,51,monmouth nj,14
2018-11-10,northern colorado,7,montana st,35
2018-11-10,coll of idaho,59,montana st-northern,28
2018-11-10,muhlenberg,53,moravian,7
2018-11-10,delaware st,0,morgan st,9
2018-11-10,brockport st,49,morrisville st,7
2018-11-10,marietta,7,mount union,49
2018-11-10,se missouri st,38,murray st,40
2018-11-10,capital,33,muskingum,28
2018-11-10,illinois,35,nebraska,54
2018-11-10,colorado st,10,nevada,49
2018-11-10,albany ny,10,new hampshire,24
2018-11-10,colorado mesa,52,new mexico highlands,24
2018-11-10,stephen f. austin,14,nicholls st,47
2018-11-10,curry,29,nichols,39
2018-11-10,howard,17,norfolk st,29
2018-11-10,north greenville,28,north alabama,31
2018-11-10,millikin,12,north central,55
2018-11-10,portland st,10,north dakota,17
2018-11-10,illinois wesleyan,40,north park,13
2018-11-10,briar cliff,14,northwestern ia,31
2018-11-10,iowa wesleyan,0,northwestern mn,28
2018-11-10,mcneese st,34,northwestern st,37
2018-11-10,florida st,13,notre dame,42
2018-11-10,hiram,12,ohio wesleyan,40
2018-11-10,oklahoma st,47,oklahoma,48
2018-11-10,southern nazarene,24,oklahoma baptist,30
2018-11-10,north texas,31,old dominion,34
2018-11-10,friends,10,ottawa ks,43
2018-11-10,wisconsin,10,penn state,22
2018-11-10,harvard,29,pennsylvania,7
2018-11-10,cumberlands ky,49,pikeville,13
2018-11-10,virginia tech,22,pittsburgh,52
2018-11-10,husson,21,plymouth st,10
2018-11-10,claremont-mudd-scripps,19,pomona-pitzer,24
2018-11-10,campbell,34,presbyterian,6
2018-11-10,sw baptist,21,quincy,24
2018-11-10,occidental,20,redlands,52
2018-11-10,maine,28,richmond,9
2018-11-10,knox,19,ripon,38
2018-11-10,black hills st,28,robert morris il,20
2018-11-10,alfred,41,rochester,13
2018-11-10,montana tech,31,rocky mountain,27
2018-11-10,earlham,6,rose-hulman,70
2018-11-10,union ny,34,rpi,10
2018-11-10,michigan,42,rutgers,7
2018-11-10,abilene christian,17,sam houston st,10
2018-11-10,davidson,52,san diego,56
2018-11-10,unlv,27,san diego st,24
2018-11-10,north carolina a&t,28,savannah st,12
2018-11-10,notre dame oh,41,seton hill,7
2018-11-10,virginia-wise,21,shepherd,16
2018-11-10,florida tech,55,shorter,7
2018-11-10,concordia mi,21,siena heights,10
2018-11-10,humboldt st,23,simon fraser,16
2018-11-10,wayne st ne,7,sioux falls,26
2018-11-10,west chester,33,slippery rock,10
2018-11-10,louisiana-monroe,38,south alabama,10
2018-11-10,western illinois,12,south dakota,17
2018-11-10,fort lewis,34,south dakota tech,35
2018-11-10,california,15,southern cal,14
2018-11-10,south dakota st,57,southern illinois,38
2018-11-10,montana-western,10,southern oregon,37
2018-11-10,arkansas-pine bluff,24,southern u.,56
2018-11-10,weber st,31,southern utah,18
2018-11-10,new jersey,33,southern virginia,30
2018-11-10,kansas wesleyan,34,southwestern ks,20
2018-11-10,texas lutheran,35,southwestern tx,59
2018-11-10,olivet nazarene,43,st ambrose,14
2018-11-10,pace,33,st anselm,10
2018-11-10,central conn st,30,st francis pa,14
2018-11-10,buffalo st,28,st john fisher,31
2018-11-10,thomas more,23,st john's mn,63
2018-11-10,hobart,42,st lawrence,31
2018-11-10,monmouth il,7,st norbert,10
2018-11-10,gustavus adolphus,29,st olaf,20
2018-11-10,oregon st,17,stanford,48
2018-11-10,fdu-florham,0,stevenson,34
2018-11-10,assumption,20,stonehill,31
2018-11-10,delaware,3,stony brook,17
2018-11-10,belhaven,8,sul ross st,0
2018-11-10,juniata,6,susquehanna,24
2018-11-10,augustana sd,28,sw minnesota st,18
2018-11-10,nw oklahoma st,35,sw oklahoma st,14
2018-11-10,angelo st,13,tamu-commerce,41
2018-11-10,texas-permian basin,21,tamu-kingsville,24
2018-11-10,western new mexico,0,tarleton st,58
2018-11-10,kentucky,7,tennessee,24
2018-11-10,jacksonville st,41,tennessee st,14
2018-11-10,tennessee tech,13,tennessee-martin,38
2018-11-10,mississippi,24,texas a&m,38
2018-11-10,appalachian st,38,texas st-san marcos,7
2018-11-10,texas,41,texas tech,34
2018-11-10,ottawa az,35,texas wesleyan,29
2018-11-10,florida int'l,45,texas-san antonio,7
2018-11-10,samford,27,the citadel,42
2018-11-10,findlay,38,tiffin,16
2018-11-10,st francis il,26,trinity int'l,7
2018-11-10,berry,17,trinity tx,21
2018-11-10,east carolina,18,tulane,24
2018-11-10,alvernia,27,u of new england,42
2018-11-10,fitchburg st,32,umass-dartmouth,29
2018-11-10,carson-newman,34,unc-pembroke,13
2018-11-10,reinhardt,62,union ky,0
2018-11-10,dickinson,0,ursinus,31
2018-11-10,oregon,25,utah,32
2018-11-10,san josé st,24,utah st,62
2018-11-10,middle tennessee st,48,utep,32
2018-11-10,uw-la crosse,42,uw-eau claire,0
2018-11-10,uw-stout,13,uw-oshkosh,27
2018-11-10,uw-whitewater,49,uw-platteville,21
2018-11-10,uw-stevens point,39,uw-river falls,25
2018-11-10,west georgia,31,valdosta st,47
2018-11-10,jacksonville fl,30,valparaiso,48
2018-11-10,william & mary,24,villanova,17
2018-11-10,liberty,24,virginia,45
2018-11-10,furman,49,vmi,13
2018-11-10,depauw,17,wabash,24
2018-11-10,nebraska-kearney,17,washburn,16
2018-11-10,shenandoah,27,washington and lee,24
2018-11-10,carroll wi,6,washington mo,44
2018-11-10,arizona christian,37,wayland baptist,36
2018-11-10,wash & jeff,33,waynesburg,14
2018-11-10,trinity ct,9,wesleyan,0
2018-11-10,west florida,7,west alabama,45
2018-11-10,tcu,10,west virginia,47
2018-11-10,wv wesleyan,25,west virginia st,45
2018-11-10,wofford,38,western carolina,23
2018-11-10,westfield st,27,western conn st,13
2018-11-10,becker,0,western new england,52
2018-11-10,colorado st-pueblo,41,western st co,3
2018-11-10,elmhurst,0,wheaton,79
2018-11-10,cal lutheran,58,whittier,21
2018-11-10,delaware valley,33,widener,0
2018-11-10,king's pa,45,wilkes,0
2018-11-10,whitworth,52,willamette,0
2018-11-10,ferris st,47,william jewell,6
2018-11-10,montclair st,24,william paterson,0
2018-11-10,otterbein,34,wilmington,24
2018-11-10,tusculum,12,wingate,16
2018-11-10,concordia-st paul,20,winona st,24
2018-11-10,wittenberg,27,wooster,21
2018-11-10,framingham st,47,worcester st,6
2018-11-10,norwich,17,wpi,20
2018-11-10,princeton,59,yale,43
2018-11-10,northern iowa,10,youngstown st,31
2018-11-13,western michigan,41,ball st,42
2018-11-14,miami oh,13,northern illinois,7
2018-11-14,buffalo,17,ohio u.,52
2018-11-15,tulane,17,houston,48
2018-11-15,toledo,56,kent st,34
2018-11-15,se louisiana,0,nicholls st,44
2018-11-15,florida atlantic,38,north texas,41
2018-11-15,northwestern st,35,stephen f. austin,23
2018-11-16,boise st,45,new mexico,14
2018-11-16,eastern washington,74,portland st,23
2018-11-16,memphis,28,smu,18
2018-11-17,central arkansas,16,abilene christian,7
2018-11-17,bowling green,21,akron,6
2018-11-17,the citadel,17,alabama,50
2018-11-17,stony brook,23,albany ny,25
2018-11-17,jackson st,3,alcorn st,24
2018-11-17,georgia st,17,appalachian st,45
2018-11-17,louisiana-monroe,17,arkansas st,31
2018-11-17,colgate,14,army,28
2018-11-17,liberty,0,auburn,53
2018-11-17,murray st,23,austin peay,48
2018-11-17,ferrum,13,averett,20
2018-11-17,tcu,16,baylor,9
2018-11-17,cumberlands ky,41,benedictine ks,48
2018-11-17,maryville tn,0,berry,31
2018-11-17,wartburg,14,bethel mn,41
2018-11-17,baker,44,bethel tn,41
2018-11-17,florida a&m,19,bethune-cookman,33
2018-11-17,west alabama,35,bowie st,41
2018-11-17,allen,10,brevard,46
2018-11-17,salve regina,19,bridgewater st ma,34
2018-11-17,north carolina wesleyan,14,bridgewater va,21
2018-11-17,new mexico st,10,brigham young,45
2018-11-17,framingham st,27,brockport st,40
2018-11-17,fordham,17,bucknell,14
2018-11-17,southern utah,24,cal poly slo,38
2018-11-17,charleston southern,12,campbell,7
2018-11-17,geneva,14,carnegie mellon,35
2018-11-17,unc-pembroke,23,catawba,30
2018-11-17,duquesne,38,central conn st,31
2018-11-17,cincinnati,13,central florida,38
2018-11-17,wash & jeff,13,centre,54
2018-11-17,duke,6,clemson,35
2018-11-17,georgia southern,41,coastal carolina,17
2018-11-17,utah,30,colorado,7
2018-11-17,colorado st-pueblo,37,colorado mines,17
2018-11-17,utah st,29,colorado st,24
2018-11-17,cornell ny,21,columbia,24
2018-11-17,brown,7,dartmouth,49
2018-11-17,butler,38,davidson,41
2018-11-17,villanova,42,delaware,21
2018-11-17,virginia u-lynchburg,7,delaware st,41
2018-11-17,muhlenberg,20,delaware valley,13
2018-11-17,connecticut,21,east carolina,55
2018-11-17,samford,38,east tennessee st,27
2018-11-17,merchant marine,38,endicott,22
2018-11-17,harding,19,ferris st,21
2018-11-17,idaho,10,florida,63
2018-11-17,boston college,21,florida st,22
2018-11-17,lycoming,20,franklin & marshall,21
2018-11-17,san diego st,14,fresno st,23
2018-11-17,western new england,24,frostburg st,42
2018-11-17,monmouth nj,56,gardner-webb,42
2018-11-17,holy cross,32,georgetown dc,31
2018-11-17,massachusetts,27,georgia,66
2018-11-17,virginia,27,georgia tech,30
2018-11-17,nw missouri st,42,grand valley st,17
2018-11-17,morrisville st,48,grove city,56
2018-11-17,st andrews,17,hampton,44
2018-11-17,yale,27,harvard,45
2018-11-17,unlv,28,hawai`i,35
2018-11-17,sam houston st,42,houston baptist,20
2018-11-17,bryant,56,howard,55
2018-11-17,weber st,26,idaho st,13
2018-11-17,iowa,63,illinois,0
