Date,Away Team,Away Score,Home Team,Home Score
2018-11-17,youngstown st,28,illinois st,35
2018-11-17,lawrence tech,19,indiana wesleyan,51
2018-11-17,fort hays st,27,indianapolis,38
2018-11-17,utica,44,ithaca,42
2018-11-17,dayton,34,jacksonville fl,7
2018-11-17,randolph-macon,23,john carroll,20
2018-11-17,mit,0,johns hopkins,49
2018-11-17,texas tech,6,kansas st,21
2018-11-17,langston,9,kansas wesleyan,15
2018-11-17,jacksonville st,52,kennesaw st,60
2018-11-17,middle tennessee st,23,kentucky,34
2018-11-17,hillsdale,40,kutztown,26
2018-11-17,lehigh,34,lafayette,3
2018-11-17,florida tech,21,lenoir-rhyne,43
2018-11-17,slippery rock,20,liu post,14
2018-11-17,south alabama,38,louisiana-lafayette,48
2018-11-17,north carolina st,52,louisville,10
2018-11-17,rice,10,lsu,42
2018-11-17,elon,26,maine,27
2018-11-17,st xavier,34,marian in,21
2018-11-17,san diego,31,marist,14
2018-11-17,texas-san antonio,0,marshall,23
2018-11-17,hardin-simmons,6,mary hardin-baylor,27
2018-11-17,ohio state,52,maryland,51
2018-11-17,lamar,21,mcneese st,17
2018-11-17,furman,35,mercer,30
2018-11-17,indiana,20,michigan,31
2018-11-17,northwestern,24,minnesota,14
2018-11-17,tamu-commerce,33,minnesota-duluth,17
2018-11-17,ursinus,70,misericordia,14
2018-11-17,arkansas,6,mississippi st,52
2018-11-17,alabama a&m,42,mississippi valley st,14
2018-11-17,montana st,29,montana,25
2018-11-17,drake,43,morehead st,6
2018-11-17,rocky mountain,20,morningside,49
2018-11-17,denison,0,mount union,60
2018-11-17,tulsa,29,navy,37
2018-11-17,michigan st,6,nebraska,9
2018-11-17,morgan st,44,norfolk st,27
2018-11-17,western carolina,26,north carolina,49
2018-11-17,north carolina a&t,45,north carolina central,0
2018-11-17,hanover,0,north central,52
2018-11-17,southern illinois,17,north dakota st,65
2018-11-17,north dakota,16,northern arizona,31
2018-11-17,missouri st,0,northern iowa,37
2018-11-17,dickinson st,14,northwestern ia,6
2018-11-17,kansas,40,oklahoma,55
2018-11-17,west virginia,41,oklahoma st,45
2018-11-17,vmi,14,old dominion,77
2018-11-17,arizona st,29,oregon,31
2018-11-17,alabama st,13,prairie view a&m,66
2018-11-17,pennsylvania,14,princeton,42
2018-11-17,wisconsin,47,purdue,44
2018-11-17,concordia mi,31,reinhardt,21
2018-11-17,new hampshire,21,rhode island,24
2018-11-17,wagner,41,robert morris pa,7
2018-11-17,husson,14,rpi,38
2018-11-17,penn state,20,rutgers,7
2018-11-17,st francis pa,7,sacred heart,13
2018-11-17,alfred,14,salisbury,7
2018-11-17,nevada,21,san josé st,12
2018-11-17,eastern illinois,32,se missouri st,38
2018-11-17,chattanooga,9,south carolina,49
2018-11-17,savannah st,17,south carolina st,21
2018-11-17,south dakota,27,south dakota st,49
2018-11-17,louisiana tech,20,southern miss,21
2018-11-17,suny-maritime,14,springfield,17
2018-11-17,grand view,3,st francis in,34
2018-11-17,martin luther,6,st john's mn,84
2018-11-17,valparaiso,31,stetson,45
2018-11-17,stevenson,7,susquehanna,17
2018-11-17,notre dame,36,syracuse,3
2018-11-17,azusa pacific,0,tarleton st,58
2018-11-17,south florida,17,temple,27
2018-11-17,missouri,50,tennessee,17
2018-11-17,tennessee-martin,28,tennessee st,31
2018-11-17,eastern kentucky,37,tennessee tech,6
2018-11-17,iowa st,10,texas,24
2018-11-17,alabama-birmingham,20,texas a&m,41
2018-11-17,arkansas-pine bluff,15,texas southern,10
2018-11-17,james madison,38,towson,17
2018-11-17,st norbert,31,trine,7
2018-11-17,texas st-san marcos,7,troy,12
2018-11-17,sacramento st,13,uc-davis,56
2018-11-17,southern cal,27,ucla,34
2018-11-17,florida int'l,42,unc-charlotte,35
2018-11-17,eureka,14,uw-whitewater,67
2018-11-17,mississippi,29,vanderbilt,36
2018-11-17,miami fl,38,virginia tech,14
2018-11-17,pittsburgh,34,wake forest,13
2018-11-17,oregon st,23,washington,42
2018-11-17,arizona,28,washington st,69
2018-11-17,new haven,35,west chester,28
2018-11-17,wingate,41,west georgia,31
2018-11-17,indiana st,15,western illinois,13
2018-11-17,utep,16,western kentucky,40
2018-11-17,wesley,42,westminster pa,34
2018-11-17,claremont-mudd-scripps,6,whitworth,48
2018-11-17,richmond,10,william & mary,6
2018-11-17,presbyterian,21,wofford,45
2018-11-17,air force,27,wyoming,35
2018-11-20,ball st,21,miami oh,42
2018-11-20,northern illinois,21,western michigan,28
2018-11-22,colorado st,19,air force,27
2018-11-22,mississippi valley st,24,alabama st,31
2018-11-22,mississippi st,35,mississippi,3
2018-11-23,buffalo,44,bowling green,14
2018-11-23,east carolina,6,cincinnati,56
2018-11-23,nebraska,28,iowa,31
2018-11-23,texas,24,kansas,17
2018-11-23,eastern michigan,28,kent st,20
2018-11-23,houston,31,memphis,52
2018-11-23,arkansas,0,missouri,38
2018-11-23,akron,28,ohio u.,49
2018-11-23,oregon,55,oregon st,15
2018-11-23,coastal carolina,28,south alabama,31
2018-11-23,central florida,38,south florida,10
2018-11-23,central michigan,13,toledo,51
2018-11-23,virginia,31,virginia tech,34
2018-11-23,washington,28,washington st,15
2018-11-23,oklahoma,59,west virginia,56
2018-11-24,auburn,21,alabama,52
2018-11-24,troy,10,appalachian st,21
2018-11-24,arizona st,41,arizona,40
2018-11-24,texas tech,24,baylor,35
2018-11-24,concordia mi,38,benedictine ks,54
2018-11-24,utah st,24,boise st,33
2018-11-24,syracuse,42,boston college,21
2018-11-24,rpi,21,brockport st,13
2018-11-24,colorado,21,california,33
2018-11-24,south carolina,35,clemson,56
2018-11-24,temple,57,connecticut,7
2018-11-24,wake forest,59,duke,7
2018-11-24,nw missouri st,21,ferris st,27
2018-11-24,unc-charlotte,27,florida atlantic,24
2018-11-24,marshall,28,florida int'l,25
2018-11-24,florida,41,florida st,14
2018-11-24,san josé st,13,fresno st,31
2018-11-24,johns hopkins,58,frostburg st,27
2018-11-24,georgia tech,21,georgia,45
2018-11-24,georgia southern,35,georgia st,14
2018-11-24,purdue,28,indiana,21
2018-11-24,kansas st,38,iowa st,42
2018-11-24,east tennessee st,27,jacksonville st,34
2018-11-24,delaware,6,james madison,20
2018-11-24,dickinson st,40,kansas wesleyan,43
2018-11-24,wingate,17,lenoir-rhyne,21
2018-11-24,new mexico st,21,liberty,28
2018-11-24,western kentucky,30,louisiana tech,15
2018-11-24,louisiana-lafayette,31,louisiana-monroe,28
2018-11-24,kentucky,56,louisville,10
2018-11-24,berry,9,mary hardin-baylor,75
2018-11-24,pittsburgh,3,miami fl,24
2018-11-24,rutgers,10,michigan st,14
2018-11-24,alabama-birmingham,3,middle tennessee st,27
2018-11-24,colorado st-pueblo,10,minn st-mankato,24
2018-11-24,incarnate word,14,montana st,35
2018-11-24,st xavier,14,morningside,51
2018-11-24,centre,35,mount union,51
2018-11-24,randolph-macon,6,muhlenberg,35
2018-11-24,slippery rock,59,new haven,20
2018-11-24,wyoming,31,new mexico,3
2018-11-24,san diego,30,nicholls st,49
2018-11-24,north carolina st,34,north carolina,28
2018-11-24,bethel mn,27,north central,24
2018-11-24,lamar,13,northern iowa,16
2018-11-24,illinois,16,northwestern,24
2018-11-24,hillsdale,14,notre dame oh,19
2018-11-24,michigan,39,ohio state,62
2018-11-24,indianapolis,7,ouachita baptist,35
2018-11-24,maryland,3,penn state,38
2018-11-24,texas southern,14,prairie view a&m,60
2018-11-24,old dominion,13,rice,27
2018-11-24,hawai`i,31,san diego st,30
2018-11-24,stony brook,14,se missouri st,28
2018-11-24,north carolina central,21,south carolina st,17
2018-11-24,notre dame,24,southern cal,17
2018-11-24,grambling st,28,southern u.,38
2018-11-24,baker,23,st francis in,33
2018-11-24,whitworth,24,st john's mn,45
2018-11-24,tamu-commerce,28,tarleton st,34
2018-11-24,oklahoma st,24,tcu,31
2018-11-24,lsu,72,texas a&m,74
2018-11-24,arkansas st,33,texas st-san marcos,7
2018-11-24,north texas,24,texas-san antonio,21
2018-11-24,duquesne,31,towson,10
2018-11-24,navy,28,tulane,29
2018-11-24,smu,24,tulsa,27
2018-11-24,stanford,49,ucla,42
2018-11-24,nevada,29,unlv,34
2018-11-24,brigham young,27,utah,35
2018-11-24,southern miss,39,utep,7
2018-11-24,st norbert,21,uw-whitewater,54
2018-11-24,bowie st,16,valdosta st,66
2018-11-24,tennessee,13,vanderbilt,38
2018-11-24,minnesota,37,wisconsin,15
2018-11-24,elon,7,wofford,19
2018-11-29,charleston southern,14,the citadel,43
2018-11-30,buffalo,29,northern illinois,30
2018-11-30,olivet nazarene,38,ottawa az,35
2018-11-30,washington,10,utah,3
2018-12-01,southern u.,28,alcorn st,37
2018-12-01,central oklahoma,41,angelo st,34
2018-12-01,louisiana-lafayette,19,appalachian st,30
2018-12-01,emporia st,30,arkansas-monticello,22
2018-12-01,fresno st,19,boise st,16
2018-12-01,stanford,23,california,13
2018-12-01,memphis,41,central florida,56
2018-12-01,pittsburgh,10,clemson,42
2018-12-01,james madison,20,colgate,23
2018-12-01,nicholls st,21,eastern washington,42
2018-12-01,alabama,35,georgia,28
2018-12-01,drake,24,iowa st,27
2018-12-01,rpi,14,johns hopkins,37
2018-12-01,benedictine ks,43,kansas wesleyan,21
2018-12-01,wofford,10,kennesaw st,13
2018-12-01,norfolk st,17,liberty,52
2018-12-01,jacksonville st,27,maine,55
2018-12-01,st john's mn,18,mary hardin-baylor,21
2018-12-01,alabama-birmingham,27,middle tennessee st,25
2018-12-01,tarleton st,10,minn st-mankato,13
2018-12-01,minn st-moorhead,16,missouri s&t,51
2018-12-01,st francis in,28,morningside,34
2018-12-01,muhlenberg,10,mount union,38
2018-12-01,east carolina,3,north carolina st,58
2018-12-01,montana st,10,north dakota st,52
2018-12-01,slippery rock,17,notre dame oh,21
2018-12-01,northwestern,24,ohio state,45
2018-12-01,texas,27,oklahoma,39
2018-12-01,ferris st,37,ouachita baptist,14
2018-12-01,akron,3,south carolina,28
2018-12-01,duquesne,6,south dakota st,51
2018-12-01,missouri western,30,southern arkansas,25
2018-12-01,northern iowa,16,uc-davis,23
2018-12-01,bethel mn,12,uw-whitewater,26
2018-12-01,lenoir-rhyne,21,valdosta st,61
2018-12-01,marshall,20,virginia tech,41
2018-12-01,se missouri st,23,weber st,48
